"1","Dist_HF","Dist_Roads","Dist_UC","Dist_water","Elevation","LST_N","NDVI","NTL"
0.0843496907513055,0.0621166572945761,0.095704873007277,-0.0112607330711786,-0.0287070833386767,0.171887360549111,0.0874090098610512,-0.0188059334357465,0.0811430399638786
-0.226585835212485,0.0609999166511245,0.0993760008117882,0.0136523995583695,-0.0119685963643158,0.168933835742784,0.0994731111935579,-0.0189321124692867,0.0911891812568702
0.084710745102067,0.089346268009758,0.103114268098203,-0.0330479155572529,0.00385132382174558,0.106488344526876,0.0946820844310045,-0.0178222539695812,0.0871494840798085
-0.0294288281461773,0.0721766113459485,0.114184649630678,0.00619052350519706,-0.0159938824493342,0.0431392030727262,0.121056759077278,-0.0255402286164529,0.0648792635160699
0.00371840082493968,0.053298666679636,0.0954693972974205,0.0332159717235142,-0.0304058157759662,0.0222118731481657,0.0979661781071425,-0.0268127148460159,0.0664848496056131
0.0175017320142792,0.0936586154943817,0.0504414972632617,0.0795795237722786,-0.0373535080951442,0.0534081046386117,0.102986836868454,-0.0350589091541082,0.042493841538862
-0.0553321769059564,0.0861221111451744,0.0674527558647792,0.0897721413698836,-0.0222907757795008,0.0477203409360599,0.0850075311442003,-0.0377617576857651,0.0792088717336802
-0.0474326925633638,0.10045221739769,0.0765669043194351,0.0652364216569966,-0.0205719514183843,0.0170442157255732,0.0671602637465785,-0.0289053854689668,0.0926846728787075
-0.046043566072989,0.114495858376115,0.0680048943722575,0.0724947404704977,-0.0123341893832212,0.0371142012673935,0.0904510629718579,-0.0289064423171792,0.109822700786654
-0.0516109052698253,0.115071080439459,0.0748758364880503,0.0504191749340741,-0.0164932228156672,0.028848802936767,0.0955533499688588,-0.0247836300248635,0.118827469581708
-0.0141331237550367,0.107683692789094,0.0623354172031385,0.0220242746257485,-0.00908477622774925,0.0209116167682824,0.0871742779927124,-0.0326429731813916,0.129046102008666
-0.077814159837656,0.0971505399202123,0.0572285974136699,0.0481374503946304,-0.0182981144822454,0.00847438978354775,0.0944871569290745,-0.0401084892330572,0.140834594204682
0.0997787890971932,0.090145033602119,0.0593926251341542,0.0520129021843504,-0.0143856344203946,-0.0254895477337189,0.0988748010694041,-0.0346970491698226,0.139887926825204
-0.0533452930874918,0.0908583369304631,0.089070145865669,0.0152446485958403,-0.0201940960040534,-0.0909568342445881,0.105736948705035,-0.0323551053936413,0.143142576450192
-0.14850212216814,0.104891990897734,0.112778189926813,0.024937510301046,-0.0112726851473854,-0.0088979257322921,0.0951003544782158,-0.0352241466568845,0.148626407084457
-0.103147419949863,0.101111680935172,0.127870764127594,-0.0279359376479891,-0.0160536603266437,-0.0572524911975557,0.115474144972117,-0.0368598128509573,0.150563242055233
-0.29897357389228,0.150344232816367,0.107318918059326,-0.0292900041175874,-0.0287172637371861,0.0446792913736677,0.0802838937089193,-0.0490556000543442,0.149451675155562
-0.229245631691162,0.198317494111671,0.103497629099684,-0.0185441983094336,-0.0477203635299325,0.110913965260959,0.0659864002890049,-0.0497869872977963,0.156645925141072
-0.0869509490628314,0.194368200948418,0.108223705479354,-0.0204710732990205,-0.0244957730007899,0.0696288762654206,0.0659048153245882,-0.05351734378373,0.173329261488113
-0.0717512360366462,0.18766148519138,0.0822782102209259,0.0334627039754388,-0.0226551470449133,0.120244617032545,0.0608870758335826,-0.0488486657130725,0.1648559368617
-0.0176328134586525,0.164072607390169,0.104835608346215,0.00218969584412363,0.00439914562611615,0.0819475075904666,0.0376403701063421,-0.0353158577371127,0.142425719168372
-0.0104322499329477,0.194570282533622,0.0823153016039144,-0.0093466165532576,0.00493670990814194,0.079029609436062,0.0317845450089712,-0.0341123831153144,0.145445798279439
-0.0187054009042478,0.231348738102165,0.0856975037975138,-0.0163627037924277,0.00751004119201788,0.0751110174562194,0.0295379995380979,-0.0381263702513299,0.184925768661699
0.039413745180121,0.265775096588331,0.025503559714938,0.0113168476787921,0.00564987930821825,0.0470465172602308,0.0313609840063748,-0.0320825088883155,0.178869429544064
0.0695289189114796,0.265736163010149,0.0421608381237735,0.018865346308272,0.00384328465698525,0.0578240875441651,0.0399347215741037,-0.0454875497770695,0.171792288203752
0.0411333318792039,0.266670040959638,0.0404745711049836,0.0223135763081078,0.00333153541591782,0.0556227448599275,0.015345194500001,-0.0450572634082566,0.159450760376912
0.0634605881335376,0.284043901030192,0.0531677393799626,0.0254471060554446,0.0328805857383831,0.0461984806928222,-0.00450222011255998,-0.0392339777184029,0.167395397370369
