"rho","sig2"
1.07481051741734,0.193725095297966
0.277804542700815,0.0308387510496834
0.365531865738294,0.0391304806475528
0.142950312834813,0.0188965167996305
0.119321084855397,0.0167408336689559
0.142950312834813,0.0186663029151967
0.0569775552142197,0.00488356562431856
0.0585493545853049,0.00524054008165169
0.0539622228367098,0.00363585598346946
0.0635510503775122,0.00344497537557121
0.061833432673691,0.00414252816483209
0.233879291186448,0.0160538043578559
0.661183838764994,0.0622714964886098
0.759680941812086,0.0482336089768199
0.142950312834813,0.0129930678809194
0.200886189825384,0.0162720669861721
0.175178551049486,0.0198484945393109
0.261628238702665,0.0378141503462421
0.233879291186448,0.0339395455155058
0.160969729188135,0.0188423726086809
0.0585493545853049,0.00915507453190224
0.0601671176657662,0.00827581490306225
0.0772840554370331,0.0122848332385393
0.0511031503097714,0.00708814082114463
0.0483841614160116,0.00689931126861102
0.0239429033256865,0.00385876694837402
0.0184030371363323,0.00387358199004463
0.0290601399594869,0.00406249473906045
0.0195956359845719,0.00356022620605572
0.0497270955666177,0.00546582815574315
0.0709961730025395,0.00749717039786028
0.0497270955666177,0.00796671825255504
0.0709961730025395,0.00958788388032611
0.0433087657650456,0.00679213253992688
0.0483841614160116,0.00776693826638151
0.039768301615385,0.00580744054816603
0.061833432673691,0.00868757824542499
0.0868364451490715,0.0108460643375705
0.148574422789321,0.018046006981914
0.0601671176657662,0.00621053415196883
0.0457905461673522,0.00454466244112745
0.0457905461673522,0.00471148595183202
0.0980763509291188,0.00590862970643335
0.0868364451490715,0.00428050977030123
0.0601671176657662,0.00341549630433007
0.02804039051066,0.00172636502720877
0.0260017546590117,0.00147921344818588
0.101207677469043,0.00567033113777776
0.0690420049072237,0.00329389563182826
0.247063255720501,0.00916908320771234
0.395876446015235,0.0122904346234963
0.661183838764994,0.0257868940929412
0.0868364451490715,0.00374312702355075
0.0922167283240122,0.00561258604967756
0.0342545505202772,0.00238343938167383
0.0364107803408178,0.00236029482137225
0.0270218652362933,0.0019438468406251
0.0184030371363323,0.00188813090335806
0.0260017546590117,0.00230314366449252
0.0228952730836761,0.00291216553375874
0.0321498850113058,0.00265574286254183
0.0195956359845719,0.00192485107453211
0.040926175316355,0.00324778569288923
0.0375120593953185,0.0033933331067542
0.0457905461673522,0.00569365209040022
0.0497270955666177,0.0063331677649096
0.0690420049072237,0.0104779645028208
0.365531865738294,0.0320606460090988
1.07481051741734,0.108157997609683
0.584563408829374,0.0623134580833405
0.261628238702665,0.0319963191600955
0.890993334474318,0.0875626489287262
0.52325647740533,0.0515547476034201
0.759680941812086,0.115632051115542
0.759680941812086,0.095554761712202
1.07481051741734,0.130977938669988
1.07481051741734,0.0929328481484287
1.07481051741734,0.103521629136886
0.111533446330967,0.0140844575073647
0.0239429033256865,0.00534429560835408
0.02804039051066,0.00759622403078183
0.0228952730836761,0.00623061461787148
0.0342545505202772,0.0120915997835387
0.0321498850113058,0.00662684116299455
0.0218275911804542,0.00328835946196923
0.0457905461673522,0.00610667797210378
0.119321084855397,0.0116448526326684
0.31620017932284,0.0455401054247991
0.473086474398437,0.0589788468529981
0.247063255720501,0.0235889419701599
0.233879291186448,0.0183718142206921
0.0950824658614468,0.0126296040398527
0.200886189825384,0.0173477619518587
0.0470725524119005,0.00504018321633553
0.0386307479855026,0.00494743400820407
0.0342545505202772,0.00363198013893124
0.0195956359845719,0.00397742561529982
0.0375120593953185,0.00578459274523111
0.0421058346559202,0.00524592002573774
0.233879291186448,0.0188095820960444
0.115327287562918,0.00645658695190296
0.0653228997344465,0.00516841990986045
0.10792444567342,0.00709947190439822
0.175178551049486,0.0143762283817325
0.584563408829374,0.0380521320913315
0.31620017932284,0.0179713687973262
0.52325647740533,0.039555908274411
0.0843069902023689,0.00907723446139133
0.661183838764994,0.0609452146165615
0.191637149339446,0.0223315431967829
0.661183838764994,0.0652420468096275
0.584563408829374,0.0437211973676302
0.365531865738294,0.0354092290939994
0.890993334474318,0.0699966098292602
0.890993334474318,0.0819748265212736
0.132679959510264,0.0131800435329034
0.0922167283240122,0.00993674193217195
0.0433087657650456,0.00857667027255155
0.0497270955666177,0.00886856609672623
0.040926175316355,0.00644726866620321
0.0364107803408178,0.00739496528217477
0.10792444567342,0.0152312606683
0.0772840554370331,0.0161900135396795
0.0375120593953185,0.0133756685486541
0.0653228997344465,0.0181025748082859
0.0818757232289177,0.0222835676044931
0.137662073681605,0.0223550859212649
0.365531865738294,0.0471325709561742
0.261628238702665,0.0312850329527786
0.0751129259273037,0.00971275955961091
0.12353162786025,0.00941710258540886
0.137662073681605,0.0110046693680203
0.089470646535923,0.00603982064760457
0.104486639822888,0.00479188609352249
0.119321084855397,0.00591363832363689
0.247063255720501,0.0104104902628345
0.191637149339446,0.00690950880497869
0.154568110874066,0.00596101387240912
0.261628238702665,0.0147984519980048
0.119321084855397,0.0089066044444023
1.07481051741734,0.0894585358637796
1.07481051741734,0.0875326783901468
0.890993334474318,0.0594436589874974
0.277804542700815,0.0243751838685133
0.160969729188135,0.0151406134410624
0.890993334474318,0.070878929429769
1.07481051741734,0.069885299105044
1.07481051741734,0.0587077086059534
0.431269015512591,0.0197168332776272
0.261628238702665,0.00777908633916534
0.473086474398437,0.0177513877654504
0.31620017932284,0.0169868382902018
0.395876446015235,0.0175101416501166
0.160969729188135,0.00709090118003218
0.22188791221451,0.00707693832144148
0.395876446015235,0.00844856746150491
0.365531865738294,0.00819571997316328
0.473086474398437,0.0112922081081528
0.31620017932284,0.00951657918634
0.142950312834813,0.00336361585590448
0.104486639822888,0.0027527977480458
0.160969729188135,0.00313472810078015
0.210933453341753,0.00459136265096931
0.395876446015235,0.00655656363244069
0.200886189825384,0.00423747776266245
0.277804542700815,0.00693317286170555
0.431269015512591,0.00959958479460223
0.395876446015235,0.0101935493966771
0.183094120962896,0.00706289136848929
0.0497270955666177,0.0026643066920951
0.0470725524119005,0.00208173856404872
0.0569775552142197,0.00233325678976478
0.0483841614160116,0.00301758934123989
0.0353254424914429,0.00277385650489684
0.039768301615385,0.00405396657839135
0.132679959510264,0.0101506342430045
0.0868364451490715,0.00645371908830216
0.0843069902023689,0.00954557063700389
0.0922167283240122,0.00887773176939141
0.127977619866641,0.010817662196222
0.111533446330967,0.00721610093540412
0.0922167283240122,0.00499338759717438
0.0554492795830462,0.00254025865180334
0.0364107803408178,0.00187888695490465
0.0539622228367098,0.00260191409185564
0.10792444567342,0.00427488024501597
0.759680941812086,0.0284955898713983
0.890993334474318,0.0309330404145323
1.07481051741734,0.059108759587103
0.183094120962896,0.00877613371105497
0.191637149339446,0.00990723186600229
0.661183838764994,0.0290957791749528
0.473086474398437,0.0316831488426304
0.154568110874066,0.0125955716955078
0.0511031503097714,0.0063313361770027
0.0730184413403213,0.00877857456620592
0.115327287562918,0.0132044069764975
0.0922167283240122,0.014323539645132
0.0868364451490715,0.00991131369375707
0.040926175316355,0.00524113848102141
0.0690420049072237,0.00737199316643002
0.0525142031151704,0.00426039040072971
0.183094120962896,0.0129935370494306
0.233879291186448,0.0166678679646134
0.759680941812086,0.0452102959391388
0.104486639822888,0.00441402990384887
0.0433087657650456,0.00297179381002261
0.233879291186448,0.0110985338516299
0.759680941812086,0.040075186200818
0.295876654773859,0.016433600070883
0.890993334474318,0.0447230851162566
1.07481051741734,0.0538631127418397
1.07481051741734,0.0398403841803145
1.07481051741734,0.0332562555787786
0.661183838764994,0.0155803679654301
0.31620017932284,0.00761762213471364
0.584563408829374,0.0158937096853231
0.365531865738294,0.0078686354549843
0.431269015512591,0.00945043731035636
0.277804542700815,0.0048302471372261
0.52325647740533,0.00678563457352928
1.07481051741734,0.0115157478646684
0.584563408829374,0.0101039684898268
0.52325647740533,0.00806247086009264
0.247063255720501,0.00334102084277023
0.101207677469043,0.00157902941869876
0.247063255720501,0.0041190211531543
0.0980763509291188,0.00234014281461147
0.0730184413403213,0.00120856369293969
0.200886189825384,0.00377149323267366
0.365531865738294,0.0054269277687829
0.52325647740533,0.00667799457761849
0.661183838764994,0.00703423311175226
0.22188791221451,0.0018529422702616
0.890993334474318,0.00627953752908881
0.191637149339446,0.00136032198817167
0.247063255720501,0.00247652226566469
0.142950312834813,0.00130661674574389
0.104486639822888,0.000659395911100392
0.0950824658614468,0.000432339012451132
0.233879291186448,0.00146657727865406
0.473086474398437,0.00366004612716616
0.261628238702665,0.00298281609886568
0.584563408829374,0.00636231781173453
0.132679959510264,0.00168364132073026
0.119321084855397,0.00139671472178841
0.167823104258299,0.00187847524074614
0.137662073681605,0.00159205314482548
0.0483841614160116,0.000948653919092869
0.0364107803408178,0.000519813596354131
0.0218275911804542,0.000455754572107464
0.02804039051066,0.000499118109174877
0.0207315461876799,0.000571254134525247
0.0260017546590117,0.000574941143493149
0.0228952730836761,0.000819600494097382
0.0249767584233785,0.000974587559868696
0.0342545505202772,0.00150344147790796
0.0228952730836761,0.000966929865153001
0.0184030371363323,0.000919765146860157
0.0249767584233785,0.00113500027832886
0.0375120593953185,0.00171258018058974
0.039768301615385,0.00196977957140891
0.0321498850113058,0.00136307817849924
0.0653228997344465,0.00219881079525897
0.061833432673691,0.00181616537405864
0.061833432673691,0.00154124353172205
0.0730184413403213,0.00162467359143495
0.101207677469043,0.00115416636856593
0.154568110874066,0.00192565539642658
0.0795366032307701,0.00123324277038942
0.10792444567342,0.00173788325112576
0.137662073681605,0.00183752936458111
0.473086474398437,0.00818009395104298
0.115327287562918,0.00230823212190517
0.0375120593953185,0.000952147323410049
0.0218275911804542,0.000683748909486345
0.0311128188769074,0.0005637129495744
0.039768301615385,0.000437903946814957
0.0457905461673522,0.000501498766830254
0.0184030371363323,0.000275763402202205
0.02804039051066,0.000433539274780647
0.0270218652362933,0.000270255541322861
0.0239429033256865,0.000143857846160756
0.0457905461673522,0.00020698846244936
0.0195956359845719,0.000120954605267716
0.0218275911804542,0.000137530094266402
0.039768301615385,0.000152106740296295
0.0483841614160116,0.000175524125291468
0.154568110874066,0.000330282044123282
0.175178551049486,0.00028706169566942
0.473086474398437,0.000487629523599641
0.365531865738294,0.000379184862836835
0.759680941812086,0.000844877049316287
1.07481051741734,0.00112867457859131
0.661183838764994,0.000623526663434166
0.759680941812086,0.000698455378691922
0.890993334474318,0.000861003719033507
1.07481051741734,0.000960722097290011
0.759680941812086,0.000527958431261365
0.395876446015235,0.000319783412308163
0.661183838764994,0.000486917913595906
0.584563408829374,0.000448920079202815
0.127977619866641,0.000100272003970778
0.473086474398437,0.000412393419834751
0.148574422789321,0.000206489028106922
0.0950824658614468,0.000154885301559425
0.12353162786025,0.000236941115067246
0.0483841614160116,0.000103361087576235
0.0457905461673522,6.44396404312651e-05
0.0342545505202772,4.94233387277381e-05
0.0445364846710269,8.17388345142273e-05
0.0483841614160116,0.000102876646834891
0.089470646535923,0.000161583582868672
0.061833432673691,0.000114807732182255
0.0795366032307701,0.000138225747698953
0.142950312834813,0.000381244661968517
0.183094120962896,0.000396367390054569
0.148574422789321,0.000240547472435971
0.101207677469043,0.000239817289124493
0.127977619866641,0.000327967871642675
0.104486639822888,0.000264447043957035
0.0709961730025395,0.000206429747298669
1.07481051741734,0.00196620041366853
0.890993334474318,0.00115675694794518
0.52325647740533,0.00117833329402966
0.365531865738294,0.00141276191671365
1.07481051741734,0.00416209542736834
1.07481051741734,0.00228992125214929
0.127977619866641,0.000314669129829412
0.175178551049486,0.000425049677136246
0.0585493545853049,0.000142676475666587
0.0445364846710269,0.000111381230746868
0.0950824658614468,0.000193379609984074
0.148574422789321,0.00034745476927393
0.261628238702665,0.00064565618346987
0.148574422789321,0.000327400463827567
0.22188791221451,0.000494403065656262
0.160969729188135,0.000439461195807404
0.137662073681605,0.000334312702399949
0.233879291186448,0.000458473059159059
0.0554492795830462,8.92204707802861e-05
0.0585493545853049,6.20598477502337e-05
0.0342545505202772,4.35202340864137e-05
0.0457905461673522,6.98220480482913e-05
0.111533446330967,0.000129383016156
0.115327287562918,0.00018961665615199
0.295876654773859,0.000346769789166164
1.07481051741734,0.0021231469203918
1.07481051741734,0.00273531650268223
0.890993334474318,0.00258211252997629
0.0922167283240122,0.000425498119109579
0.395876446015235,0.00194064722834466
0.339225544071026,0.00177733493043499
0.52325647740533,0.0025127741550423
0.365531865738294,0.00194100791204923
0.584563408829374,0.00284053049047237
0.31620017932284,0.00133225853547906
0.339225544071026,0.0015613356879488
0.210933453341753,0.000903523876424313
0.22188791221451,0.00111990647566373
0.0585493545853049,0.000308736086128261
0.0635510503775122,0.000316496657295914
0.0470725524119005,0.000356383742433134
0.0511031503097714,0.000399846411647383
0.0228952730836761,0.000289291308367384
0.0195956359845719,0.000260238593944288
0.0386307479855026,0.000526756010462311
0.0228952730836761,0.000423320941699194
0.0353254424914429,0.000558247133903986
0.0569775552142197,0.000469162431713142
0.0353254424914429,0.0002744869266943
0.0709961730025395,0.000453319019459306
0.0300835588328831,0.000250461959534829
0.0249767584233785,0.000260033652387742
0.0195956359845719,0.00038412114184385
0.0195956359845719,0.000425226274791991
0.0249767584233785,0.000438696728909332
0.039768301615385,0.000518431047021256
0.040926175316355,0.000789995197552215
0.0386307479855026,0.000808266609459229
0.0497270955666177,0.00148234516486338
0.061833432673691,0.002110821285728
0.22188791221451,0.00816051894028786
0.210933453341753,0.00770848630234068
0.365531865738294,0.0124520195580569
0.339225544071026,0.0133738582146041
0.277804542700815,0.0133254520704711
0.431269015512591,0.0191388089405359
0.365531865738294,0.0129401156230911
0.22188791221451,0.0101345249213583
0.183094120962896,0.00895504558916306
0.0483841614160116,0.00286859252550218
0.0353254424914429,0.00189166977757029
0.0511031503097714,0.00274516182200323
0.0300835588328831,0.00161258366194855
0.0772840554370331,0.00281131019470191
0.0483841614160116,0.00221157312988907
0.040926175316355,0.00198987871397263
0.0300835588328831,0.00219530126475561
0.0195956359845719,0.0017113283897411
0.039768301615385,0.00278104424984361
0.0353254424914429,0.00200432952298035
